,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Daily_Return,Daily Return,Cumulative Return
0,2014-01-02 00:00:00-05:00,31.413480859242664,31.42814326343189,31.068924148782674,31.120241165161133,14997000,0.0,0.0,0.0,,,
1,2014-01-03 00:00:00-05:00,31.186226886601347,31.23754391334791,31.039605611653357,31.06159782409668,6298600,0.0,0.0,0.0,-0.0018844115234589731,-0.0018844115234589731,0.998115588476541
2,2014-01-06 00:00:00-05:00,31.142247586662396,31.178902215581015,30.870999976781903,30.94430923461914,9498600,0.0,0.0,0.0,-0.00377599987424182,-0.00377599987424182,0.9943467041399748
3,2014-01-07 00:00:00-05:00,31.105575699230027,31.186217516049307,30.96628706799414,31.112905502319336,7479100,0.0,0.0,0.0,0.00544837716110913,0.00544837716110913,0.9997642800130352
4,2014-01-08 00:00:00-05:00,31.105572272553854,31.105572272553854,30.812329843073115,30.87830924987793,23824100,0.0,0.0,0.0,-0.007540158935780417,-0.007540158935780417,0.9922258984434208
5,2014-01-09 00:00:00-05:00,30.958945228123632,31.083574215983294,30.834319036830507,31.039587020874023,24438600,0.0,0.0,0.0,0.005223011716444015,0.005223011716444015,0.99740830593635
6,2014-01-10 00:00:00-05:00,31.120234621571786,31.193543830535678,30.96628360480738,31.083580017089844,15903800,0.0,0.0,0.0,0.001417318992879446,0.001417318992879446,0.9988219516720093
7,2014-01-13 00:00:00-05:00,31.083573083171245,31.1862070714526,30.87097250940761,30.90762710571289,9275100,0.0,0.0,0.0,-0.005660638551936881,-0.005660638551936881,0.9931679816258538
8,2014-01-14 00:00:00-05:00,30.988274516362015,31.120233324249643,30.929624914382202,31.06891632080078,10885000,0.0,0.0,0.0,0.005218427624231303,0.005218427624231303,0.9983507568566723
9,2014-01-15 00:00:00-05:00,31.10556915356911,31.186210953418634,31.00293515251218,31.076244354248047,4384200,0.0,0.0,0.0,0.00023586382516849191,0.00023586382516849191,0.9985862316850443
10,2014-01-16 00:00:00-05:00,30.988275808183136,31.127564423841353,30.92229640148881,31.083580017089844,6522100,0.0,0.0,0.0,0.0002360537122239048,0.0002360537122239048,0.9988219516720093
11,2014-01-17 00:00:00-05:00,31.04693336133987,31.06892836889513,30.81234045558268,30.841665267944336,8233800,0.0,0.0,0.0,-0.0077827183681062895,-0.0077827183681062895,0.9910484017222637
12,2014-01-21 00:00:00-05:00,30.929627146966595,31.039593760332956,30.753683921460993,30.958951950073242,5618400,0.0,0.0,0.0,0.0038028647645953484,0.0038028647645953484,0.9948172247691819
13,2014-01-22 00:00:00-05:00,30.98094415411966,31.068918563439606,30.922297344473506,30.958951950073242,3615300,0.0,0.0,0.0,0.0,0.0,0.9948172247691819
14,2014-01-23 00:00:00-05:00,30.84898770458186,30.84898770458186,30.577737474465497,30.68770408630371,8916700,0.0,0.0,0.0,-0.00876153250300482,-0.00876153250300482,0.9861011013198177
15,2014-01-24 00:00:00-05:00,30.643722971510705,30.775681813311436,30.37980528790924,30.409130096435547,18509700,0.0,0.0,0.0,-0.009077707119591771,-0.009077707119591771,0.9771495643317295
16,2014-01-27 00:00:00-05:00,30.4237925827919,30.460447195264862,30.233186919991894,30.284503936767578,8451500,0.0,0.0,0.0,-0.004098313870628534,-0.004098313870628534,0.9731448987185501
17,2014-01-28 00:00:00-05:00,30.33581672642041,30.57773937228556,30.321154324160815,30.519092559814453,5022200,0.0,0.0,0.0,0.007746160331259855,0.007746160331259855,0.9806830351295717
18,2014-01-29 00:00:00-05:00,30.3211497699922,30.36513417359735,29.9032811563421,29.983922958374023,36942400,0.0,0.0,0.0,-0.017535567297472854,-0.017535567297472854,0.9634862017695671
19,2014-01-30 00:00:00-05:00,30.093895375444713,30.14521239204654,29.976598937988022,30.027915954589844,19016600,0.0,0.0,0.0,0.0014672194921556692,0.0014672194921556692,0.9648998475052265
20,2014-01-31 00:00:00-05:00,29.68335120866911,30.086557428511043,29.55872220453358,29.88128662109375,21959500,0.0,0.0,0.0,-0.004883100569411325,-0.004883100569411325,0.9601881445104489
21,2014-02-03 00:00:00-05:00,29.844638454932923,29.925280275605832,29.199509482684668,29.236164093017578,41150000,0.0,0.0,0.0,-0.02158951641730067,-0.02158951641730067,0.939458146800843
22,2014-02-04 00:00:00-05:00,29.353457316889713,29.44875873402923,29.287477906872326,29.390111923217773,11694000,0.0,0.0,0.0,0.005265664459619179,0.005265664459619179,0.944405018175752
23,2014-02-05 00:00:00-05:00,29.316800336184446,29.46341874962201,29.243488332898686,29.41210174560547,9453300,0.0,0.0,0.0,0.0007482047855122964,0.0007482047855122964,0.9451116265298128
24,2014-02-06 00:00:00-05:00,29.544070544951456,29.76400103604183,29.529408139336372,29.727346420288086,12794100,0.0,0.0,0.0,0.010718196115641954,0.010718196115641954,0.9552415182941327
25,2014-02-07 00:00:00-05:00,29.83729938832337,30.027904980820352,29.763987393850194,30.00591278076172,6986300,0.0,0.0,0.0,0.00937071060885275,0.00937071060885275,0.9641928101236281
26,2014-02-10 00:00:00-05:00,29.983929898442845,30.145210743269836,29.932612884647778,30.123218536376953,5645800,0.0,0.0,0.0,0.00390942133546579,0.00390942133546579,0.9679622460670282
27,2014-02-11 00:00:00-05:00,30.167207004731587,30.489771504404324,30.04991056879899,30.475109100341797,9688100,0.0,0.0,0.0,0.011681705377527996,0.011681705377527996,0.9792696958421535
