,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Daily_Return,Daily Return,Cumulative Return
0,2014-01-02 00:00:00-05:00,150.292190643159,150.36572059403645,149.06684934954032,149.42628479003906,119636900,0.0,0.0,0.0,,,
1,2014-01-03 00:00:00-05:00,149.6795049230437,149.98176422110598,149.18937593384385,149.40176391601562,81390600,0.0,0.0,0.0,-0.00016410013845880034,-0.00016410013845880034,0.9998358998615412
2,2014-01-06 00:00:00-05:00,149.891905372144,149.94908147838473,148.74008168056343,148.96881103515625,108028200,0.0,0.0,0.0,-0.0028979101016689546,-0.0028979101016689546,0.9969384653073212
3,2014-01-07 00:00:00-05:00,149.56515504893545,150.13697849200554,149.45079036032143,149.8837432861328,86144200,0.0,0.0,0.0,0.006141770513028,0.006141770513028,1.0030614325768492
4,2014-01-08 00:00:00-05:00,149.85922378201928,150.16964753627929,149.4017650693088,149.91641235351562,96582300,0.0,0.0,0.0,0.0002179627134109019,0.0002179627134109019,1.0032800625684115
5,2014-01-09 00:00:00-05:00,150.39836074793467,150.41470211872445,149.32823156025805,150.01441955566406,90683400,0.0,0.0,0.0,0.0006537456480570913,0.0006537456480570913,1.003935952543098
6,2014-01-10 00:00:00-05:00,150.267624474474,150.48818930890604,149.49974224444566,150.42283630371094,102026400,0.0,0.0,0.0,0.002722516603780978,0.002722516603780978,1.0066691848430291
7,2014-01-13 00:00:00-05:00,150.03892496037054,150.45553642824333,148.1355603751236,148.42147827148438,149892000,0.0,0.0,0.0,-0.013304881635031296,-0.013304881635031296,0.9932755704930591
8,2014-01-14 00:00:00-05:00,148.91163770771558,150.12065009411464,148.63389667225212,150.03895568847656,105016100,0.0,0.0,0.0,0.010897866237618237,0.010897866237618237,1.0041001547973865
9,2014-01-15 00:00:00-05:00,150.39019758247957,151.07638558376024,150.07160940582685,150.84765625,98525800,0.0,0.0,0.0,0.00538993728537096,0.00538993728537096,1.0095121916599756
10,2014-01-16 00:00:00-05:00,150.53724665051465,150.84767040323487,150.1696467913968,150.651611328125,72290600,0.0,0.0,0.0,-0.0012996219281663501,-0.0012996219281663501,1.0082002074789431
11,2014-01-17 00:00:00-05:00,150.39019629494663,150.6761017272923,149.75301994709622,150.01441955566406,107848700,0.0,0.0,0.0,-0.0042295715714125715,-0.0042295715714125715,1.003935952543098
12,2014-01-21 00:00:00-05:00,150.88037017841,150.93755876080226,149.53249960988236,150.45558166503906,88621200,0.0,0.0,0.0,0.002940798029160918,0.002940798029160918,1.0068883254137404
13,2014-01-22 00:00:00-05:00,150.70878546989795,150.77413848867744,150.23498543235712,150.55357360839844,61270900,0.0,0.0,0.0,0.0006513014823041896,0.0006513014823041896,1.007544113272597
14,2014-01-23 00:00:00-05:00,149.79386843729324,149.81837426332223,148.52769254308006,149.320068359375,132496900,0.0,0.0,0.0,-0.008193131650477303,-0.008193131650477303,0.9992891717088913
15,2014-01-24 00:00:00-05:00,148.34797429775358,148.3969859496316,146.0851741391376,146.13418579101562,208677100,0.0,0.0,0.0,-0.021335930282939453,-0.021335930282939453,0.9779684076088141
16,2014-01-27 00:00:00-05:00,146.27308571311033,146.64886256111393,144.68830883795928,145.41534423828125,180843100,0.0,0.0,0.0,-0.004919051273617692,-0.004919051273617692,0.9731577308678081
17,2014-01-28 00:00:00-05:00,145.5215167347122,146.46911689697978,145.50517536231038,146.28123474121094,110463200,0.0,0.0,0.0,0.005954602022677946,0.005954602022677946,0.9789524978604183
18,2014-01-29 00:00:00-05:00,145.06407235988053,145.85646072466452,144.49224891746323,144.87619018554688,216597300,0.0,0.0,0.0,-0.00960509089323558,-0.00960509089323558,0.9695495701383089
19,2014-01-30 00:00:00-05:00,146.08518883970908,146.88574165217787,145.61955317038115,146.4119415283203,118938100,0.0,0.0,0.0,0.01060043987080661,0.01060043987080661,0.9798272220583264
20,2014-01-31 00:00:00-05:00,144.5984648397405,146.46098296613974,144.52494733957653,145.55422973632812,194677900,0.0,0.0,0.0,-0.0058582092624343,-0.0058582092624343,0.9740871891504791
21,2014-02-03 00:00:00-05:00,145.3826424226471,145.70939507323408,142.0007013833321,142.2784423828125,254837100,0.0,0.0,0.0,-0.022505614295439735,-0.022505614295439735,0.9521647585813293
22,2014-02-04 00:00:00-05:00,142.91563475570808,143.6426700796437,142.22944663386647,143.2750701904297,165012400,0.0,0.0,0.0,0.007004770300589103,0.007004770300589103,0.9588344540035074
23,2014-02-05 00:00:00-05:00,142.7767030416251,143.41387923376553,141.90263312258557,143.0952911376953,164230500,0.0,0.0,0.0,-0.0012547825137717572,-0.0012547825137717572,0.9576313252970219
24,2014-02-06 00:00:00-05:00,143.43026704152925,144.98236083984375,143.13618466802794,144.98236083984375,132877600,0.0,0.0,0.0,0.013187503845480064,0.013187503845480064,0.9702600920819285
