,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,Daily Return,Cumulative Return
0,2014-01-02 00:00:00-05:00,19.940000534057617,19.968000411987305,19.701000213623047,19.898500442504883,42756000,0.0,0.0,,,
1,2014-01-03 00:00:00-05:00,19.914499282836914,20.135499954223633,19.81100082397461,19.82200050354004,44204000,0.0,0.0,-0.003844507739961811,-0.003844507739961811,0.9961554922600382
2,2014-01-06 00:00:00-05:00,19.792499542236328,19.850000381469727,19.42099952697754,19.681499481201172,63412000,0.0,0.0,-0.007088135343038426,-0.007088135343038426,0.989094607308188
3,2014-01-07 00:00:00-05:00,19.75200080871582,19.923500061035156,19.714500427246094,19.901500701904297,38320000,0.0,0.0,0.01117807212368449,0.01117807212368449,1.0001507781658263
4,2014-01-08 00:00:00-05:00,19.923500061035156,20.149999618530273,19.802000045776367,20.09600067138672,46330000,0.0,0.0,0.009773130800322605,0.009773130800322605,1.0099253825408854
5,2014-01-09 00:00:00-05:00,20.18549919128418,20.344499588012695,19.922000885009766,20.050500869750977,42060000,0.0,0.0,-0.0022641222191301935,-0.0022641222191301935,1.007638788042611
6,2014-01-10 00:00:00-05:00,20.12649917602539,20.187999725341797,19.690000534057617,19.882999420166016,53590000,0.0,0.0,-0.008353978320694289,-0.008353978320694289,0.9992209954522123
7,2014-01-13 00:00:00-05:00,19.89900016784668,19.98900032043457,19.422500610351562,19.548999786376953,56898000,0.0,0.0,-0.016798251950372656,-0.016798251950372656,0.9824358294165039
8,2014-01-14 00:00:00-05:00,19.60650062561035,19.931499481201172,19.56450080871582,19.87700080871582,46802000,0.0,0.0,0.01677840431342381,0.01677840431342381,0.9989195349744479
9,2014-01-15 00:00:00-05:00,19.94700050354004,19.965499877929688,19.62649917602539,19.793500900268555,53566000,0.0,0.0,-0.004200830359208485,-0.004200830359208485,0.9947232434655208
10,2014-01-16 00:00:00-05:00,19.68400001525879,19.964500427246094,19.470500946044922,19.790000915527344,52024000,0.0,0.0,-0.0001768249466754801,-0.0001768249466754801,0.9945473515810381
11,2014-01-17 00:00:00-05:00,19.71299934387207,20.17449951171875,19.683000564575195,19.980499267578125,90102000,0.0,0.0,0.009625990057499978,0.009625990057499978,1.00412085449907
12,2014-01-21 00:00:00-05:00,20.149999618530273,20.389999389648438,20.079999923706055,20.352500915527344,62442000,0.0,0.0,0.018618235859243937,0.018618235859243937,1.0228158133993193
13,2014-01-22 00:00:00-05:00,20.399999618530273,20.402999877929688,20.100000381469727,20.226999282836914,41210000,0.0,0.0,-0.006166398577320931,-0.006166398577320931,1.0165087234227124
14,2014-01-23 00:00:00-05:00,20.049999237060547,20.308500289916992,19.88949966430664,19.993499755859375,60508000,0.0,0.0,-0.011543952897435927,-0.011543952897435927,1.0047741945996878
15,2014-01-24 00:00:00-05:00,19.908000946044922,20.010000228881836,19.363500595092773,19.3799991607666,89168000,0.0,0.0,-0.030685002755106883,-0.030685002755106883,0.973942695670136
16,2014-01-27 00:00:00-05:00,19.524999618530273,19.704999923706055,19.024499893188477,19.31399917602539,78736000,0.0,0.0,-0.0034055721155459295,-0.0034055721155459295,0.9706258635836221
17,2014-01-28 00:00:00-05:00,19.3700008392334,19.73699951171875,19.356000900268555,19.721500396728516,57890000,0.0,0.0,0.0210987489949237,0.0210987489949237,0.991104855047354
18,2014-01-29 00:00:00-05:00,19.607999801635742,19.642499923706055,19.16200065612793,19.209999084472656,67646000,0.0,0.0,-0.025936227060123107,-0.025936227060123107,0.9653993344864554
19,2014-01-30 00:00:00-05:00,19.688499450683594,20.3125,19.385000228881836,20.15049934387207,209478000,0.0,0.0,0.048958891422312245,0.048958891422312245,1.0126642156827503
20,2014-01-31 00:00:00-05:00,18.58799934387207,18.772499084472656,17.88800048828125,17.934499740600586,323096000,0.0,0.0,-0.10997244115170712,-0.10997244115170712,0.9012990598171394
21,2014-02-03 00:00:00-05:00,17.948999404907227,18.042499542236328,17.0049991607666,17.3075008392334,205616000,0.0,0.0,-0.034960490141120126,-0.034960490141120126,0.8697892029222015
22,2014-02-04 00:00:00-05:00,17.47949981689453,17.700000762939453,17.201000213623047,17.397499084472656,96258000,0.0,0.0,0.005199956138973283,0.005199956138973283,0.8743120686275495
23,2014-02-05 00:00:00-05:00,17.299999237060547,17.4685001373291,16.886499404907227,17.322500228881836,88708000,0.0,0.0,-0.004310898665760399,-0.004310898665760399,0.8705429978974448
24,2014-02-06 00:00:00-05:00,17.3700008392334,17.740999221801758,17.3700008392334,17.72949981689453,66714000,0.0,0.0,0.023495429795642453,0.023495429795642453,0.8909967797886323
25,2014-02-07 00:00:00-05:00,17.948999404907227,18.09000015258789,17.624500274658203,18.054000854492188,86610000,0.0,0.0,0.018302887331792528,0.018302887331792528,0.9073045934620937
26,2014-02-10 00:00:00-05:00,18.08049964904785,18.25,17.967500686645508,18.043500900268555,68994000,0.0,0.0,-0.0005815860045791377,-0.0005815860045791377,0.9067769178086458
27,2014-02-11 00:00:00-05:00,18.091999053955078,18.180500030517578,17.8125,18.089500427246094,64442000,0.0,0.0,0.0025493681759316544,0.0025493681759316544,0.9090886260255765
28,2014-02-12 00:00:00-05:00,17.821500778198242,17.887500762939453,17.31599998474121,17.462499618530273,131754000,0.0,0.0,-0.034661035070456814,-0.034661035070456814,0.8775786732767505
29,2014-02-13 00:00:00-05:00,17.385000228881836,17.860000610351562,17.325000762939453,17.860000610351562,83500000,0.0,0.0,0.022763121002418396,0.022763121002418396,0.8975551028056911
30,2014-02-14 00:00:00-05:00,17.966999053955078,17.966999053955078,17.667499542236328,17.86750030517578,70404000,0.0,0.0,0.00041991570929011957,0.00041991570929011957,0.8979320002933127
31,2014-02-18 00:00:00-05:00,17.763999938964844,17.786500930786133,17.47249984741211,17.6825008392334,99960000,0.0,0.0,-0.010353964616348299,-0.010353964616348299,0.8886348441343889
32,2014-02-19 00:00:00-05:00,17.631999969482422,17.726999282836914,17.30500030517578,17.368999481201172,83362000,0.0,0.0,-0.017729469427573252,-0.017729469427573252,0.8728798198330319
33,2014-02-20 00:00:00-05:00,17.440000534057617,17.523000717163086,17.2189998626709,17.489999771118164,69856000,0.0,0.0,0.006966451351901659,0.006966451351901659,0.8789606946339553
34,2014-02-21 00:00:00-05:00,17.621999740600586,17.707000732421875,17.337499618530273,17.33799934387207,84200000,0.0,0.0,-0.008690704930545357,-0.008690704930545357,0.8713219065913445
35,2014-02-24 00:00:00-05:00,17.25950050354004,17.649999618530273,17.164499282836914,17.589000701904297,72894000,0.0,0.0,0.014476950486270512,0.014476950486270512,0.8839359906906702
